 GRD LAT LON SQ1 SQ2     LAT      LON      BOX    %   TOPOG  VEG               
5406  52 100 128 129   128.75   319.82   77485     0      0   0                
5407  52 101 130 130   128.75   323.04   77485     0      0   0                
5408  52 102 131 131   128.75   326.25   77485     0      0   0                
5409  52 103 132 132   128.75   329.46   77485     1      0   0                
5410  52 104 133 134   128.75   332.68   77485     6      0   0                
5411  52 105 135 135   128.75   335.89   77485     3      0   0                
5412  52 106 136 136   128.75   339.11   77485     0      0   0                
5413  52 107 137 138   128.75   342.32   77485     0      0   0                
5414  52 108 139 139   128.75   345.54   77485     0      0   0                
5415  52 109 140 140   128.75   348.75   77485     0      0   0                
5416  52 110 141 141   128.75   351.96   77485    78    213   3                
5417  52 111 142 143   128.75   355.18   77485   100    518   3                
5418  52 112 144 144   128.75   358.39   77485    94    609   3                
5419  53   1   1   1   131.25     1.67   77464    58    274   3                
5420  53   2   2   3   131.25     5.00   77464     1      0   0                
5421  53   3   4   4   131.25     8.33   77464    29    121   0                
5422  53   4   5   5   131.25    11.67   77464    20     60   0                
5423  53   5   6   7   131.25    15.00   77464    65    304   2                
5424  53   6   8   8   131.25    18.33   77464    39     91   0                
5425  53   7   9   9   131.25    21.67   77464    98    853   2                
5426  53   8  10  11   131.25    25.00   77464    80    365   2                
5427  53   9  12  12   131.25    28.33   77464    71    121   0                
5428  53  10  13  13   131.25    31.67   77464    61    579   0                
5429  53  11  14  15   131.25    35.00   77464    77    701   3                
5430  53  12  16  16   131.25    38.33   77464    47    548   0                
5431  53  13  17  17   131.25    41.67   77464    79   1280   2                
5432  53  14  18  19   131.25    45.00   77464   100   1493   2                
5433  53  15  20  20   131.25    48.33   77464    71    640   6                
5434  53  16  21  21   131.25    51.67   77464    20      0   0                
5435  53  17  22  23   131.25    55.00   77464    88    121   7                
5436  53  18  24  24   131.25    58.33   77464   100     60   6                
5437  53  19  25  25   131.25    61.67   77464   100    121   6                
5438  53  20  26  27   131.25    65.00   77464   100    304   6                
5439  53  21  28  28   131.25    68.33   77464   100    457   7                
5440  53  22  29  29   131.25    71.67   77464   100   1798   7                
5441  53  23  30  31   131.25    75.00   77464   100   3047   4                
5442  53  24  32  32   131.25    78.33   77464   100   2895   4                
5443  53  25  33  33   131.25    81.67   77464   100   1615   7                
5444  53  26  34  35   131.25    85.00   77464   100   1066   4                
5445  53  27  36  36   131.25    88.33   77464   100   1066   7                
5446  53  28  37  37   131.25    91.67   77464   100    914   7                
5447  53  29  38  39   131.25    95.00   77464   100   1402   7                
5448  53  30  40  40   131.25    98.33   77464   100   1402   7                
5449  53  31  41  41   131.25   101.67   77464   100   1219   7                
5450  53  32  42  43   131.25   105.00   77464   100   1219   6                
5451  53  33  44  44   131.25   108.33   77464   100   1249   4                
5452  53  34  45  45   131.25   111.67   77464   100   1371   4                
5453  53  35  46  47   131.25   115.00   77464   100   1280   4                
5454  53  36  48  48   131.25   118.33   77464   100    822   2                
5455  53  37  49  49   131.25   121.67   77464    88    213   3                
5456  53  38  50  51   131.25   125.00   77464   100    426   2                
5457  53  39  52  52   131.25   128.33   77464    87    914   3                
5458  53  40  53  53   131.25   131.67   77464     4      0   0                
5459  53  41  54  55   131.25   135.00   77464     0      0   0                
5460  53  42  56  56   131.25   138.33   77464     1      0   0                
5461  53  43  57  57   131.25   141.67   77464    40     91   2                
5462  53  44  58  59   131.25   145.00   77464     1      0   0                
5463  53  45  60  60   131.25   148.33   77464     0      0   0                
5464  53  46  61  61   131.25   151.67   77464     0      0   0                
5465  53  47  62  63   131.25   155.00   77464     0      0   0                
5466  53  48  64  64   131.25   158.33   77464     0      0   0                
5467  53  49  65  65   131.25   161.67   77464     0      0   0                
5468  53  50  66  67   131.25   165.00   77464     0      0   0                
5469  53  51  68  68   131.25   168.33   77464     0      0   0                
5470  53  52  69  69   131.25   171.67   77464     0      0   0                
5471  53  53  70  71   131.25   175.00   77464     0      0   0                
5472  53  54  72  72   131.25   178.33   77464     0      0   0                
5473  53  55  73  73   131.25   181.67   77464     0      0   0                
5474  53  56  74  75   131.25   185.00   77464     0      0   0                
5475  53  57  76  76   131.25   188.33   77464     0      0   0                
5476  53  58  77  77   131.25   191.67   77464     0      0   0                
5477  53  59  78  79   131.25   195.00   77464     0      0   0                
5478  53  60  80  80   131.25   198.33   77464     0      0   0                
5479  53  61  81  81   131.25   201.67   77464     0      0   0                
5480  53  62  82  83   131.25   205.00   77464     0      0   0                
5481  53  63  84  84   131.25   208.33   77464     0      0   0                
5482  53  64  85  85   131.25   211.67   77464     0      0   0                
5483  53  65  86  87   131.25   215.00   77464     0      0   0                
5484  53  66  88  88   131.25   218.33   77464     0      0   0                
5485  53  67  89  89   131.25   221.67   77464     0      0   0                
5486  53  68  90  91   131.25   225.00   77464     0      0   0                
5487  53  69  92  92   131.25   228.33   77464     0      0   0                
5488  53  70  93  93   131.25   231.67   77464     0      0   0                
5489  53  71  94  95   131.25   235.00   77464    27    152   0                
5490  53  72  96  96   131.25   238.33   77464   100   1280   3                
5491  53  73  97  97   131.25   241.67   77464   100   1554   6                
5492  53  74  98  99   131.25   245.00   77464   100   1737   6                
5493  53  75 100 100   131.25   248.33   77464    95   1889   4                
5494  53  76 101 101   131.25   251.67   77464   100   2164   4                
5495  53  77 102 103   131.25   255.00   77464   100   1859   4                
5496  53  78 104 104   131.25   258.33   77464   100   1036   4                
5497  53  79 105 105   131.25   261.67   77464   100    579   4                
5498  53  80 106 107   131.25   265.00   77464   100    335   4                
5499  53  81 108 108   131.25   268.33   77464   100    213   2                
5500  53  82 109 109   131.25   271.67   77464    92    182   4                
5501  53  83 110 111   131.25   275.00   77464    99    243   2                
5502  53  84 112 112   131.25   278.33   77464    80    243   2                
5503  53  85 113 113   131.25   281.67   77464    99    426   2                
5504  53  86 114 115   131.25   285.00   77464    94    274   2                
5505  53  87 116 116   131.25   288.33   77464    45     30   0                
5506  53  88 117 117   131.25   291.67   77464     1      0   0                
5507  53  89 118 119   131.25   295.00   77464     0      0   0                
5508  53  90 120 120   131.25   298.33   77464     0      0   0                
5509  53  91 121 121   131.25   301.67   77464     0      0   0                
5510  53  92 122 123   131.25   305.00   77464     0      0   0                
5511  53  93 124 124   131.25   308.33   77464     0      0   0                
5512  53  94 125 125   131.25   311.67   77464     0      0   0                
5513  53  95 126 127   131.25   315.00   77464     0      0   0                
5514  53  96 128 128   131.25   318.33   77464     0      0   0                
5515  53  97 129 129   131.25   321.67   77464     0      0   0                
5516  53  98 130 131   131.25   325.00   77464     0      0   0                
5517  53  99 132 132   131.25   328.33   77464     0      0   0                
5518  53 100 133 133   131.25   331.67   77464     0      0   0                
5519  53 101 134 135   131.25   335.00   77464     0      0   0                
5520  53 102 136 136   131.25   338.33   77464     0      0   0                
5521  53 103 137 137   131.25   341.67   77464     0      0   0                
5522  53 104 138 139   131.25   345.00   77464     0      0   0                
5523  53 105 140 140   131.25   348.33   77464     0      0   0                
5524  53 106 141 141   131.25   351.67   77464    59    365   2                
5525  53 107 142 143   131.25   355.00   77464   100    853   3                
5526  53 108 144 144   131.25   358.33   77464   100    914   2                
5527  54   1   1   1   133.75     1.73   77290    97    457   2                
5528  54   2   2   3   133.75     5.19   77290    69    518   3                
5529  54   3   4   4   133.75     8.65   77290    44    274   0                
5530  54   4   5   6   133.75    12.12   77290    78    335   2                
5531  54   5   7   7   133.75    15.58   77290    44    304   0                
5532  54   6   8   8   133.75    19.04   77290    98    792   2                
5533  54   7   9  10   133.75    22.50   77290   100    457   2                
5534  54   8  11  11   133.75    25.96   77290   100    213   2                
5535  54   9  12  12   133.75    29.42   77290    26      0   0                
5536  54  10  13  14   133.75    32.88   77290     7      0   0                
5537  54  11  15  15   133.75    36.35   77290     7      0   0                
5538  54  12  16  17   133.75    39.81   77290    59    457   2                
5539  54  13  18  18   133.75    43.27   77290   100   1066   4                
5540  54  14  19  19   133.75    46.73   77290    69    274   4                
5541  54  15  20  21   133.75    50.19   77290    24      0   0                
5542  54  16  22  22   133.75    53.65   77290    98     91   6                
5543  54  17  23  24   133.75    57.12   77290    92    121   6                
5544  54  18  25  25   133.75    60.58   77290    71     60   6                
5545  54  19  26  26   133.75    64.04   77290   100    152   6                
5546  54  20  27  28   133.75    67.50   77290   100    243   6                
5547  54  21  29  29   133.75    70.96   77290   100    579   6                
5548  54  22  30  30   133.75    74.42   77290    99    914   6                
5549  54  23  31  32   133.75    77.88   77290   100   1402   4                
5550  54  24  33  33   133.75    81.35   77290   100   1950   4                
5551  54  25  34  35   133.75    84.81   77290   100   1950   4                
5552  54  26  36  36   133.75    88.27   77290   100   1249   7                
5553  54  27  37  37   133.75    91.73   77290   100   1158   7                
5554  54  28  38  39   133.75    95.19   77290   100   1432   7                
5555  54  29  40  40   133.75    98.65   77290   100   1523   4                
5556  54  30  41  42   133.75   102.12   77290   100   1493   4                
5557  54  31  43  43   133.75   105.58   77290   100   1341   4                
5558  54  32  44  44   133.75   109.04   77290   100   1097   6                
5559  54  33  45  46   133.75   112.50   77290   100   1097   4                
5560  54  34  47  47   133.75   115.96   77290   100   1188   4                
5561  54  35  48  48   133.75   119.42   77290   100    670   4                
5562  54  36  49  50   133.75   122.88   77290   100    213   4                
5563  54  37  51  51   133.75   126.35   77290   100    335   4                
5564  54  38  52  53   133.75   129.81   77290    99    579   3                
5565  54  39  54  54   133.75   133.27   77290    86    304   2                
5566  54  40  55  55   133.75   136.73   77290    20     60   0                
5567  54  41  56  57   133.75   140.19   77290    23     60   0                
5568  54  42  58  58   133.75   143.65   77290    67    213   3                
5569  54  43  59  60   133.75   147.12   77290    13      0   0                
5570  54  44  61  61   133.75   150.58   77290     0      0   0                
5571  54  45  62  62   133.75   154.04   77290     0      0   0                
5572  54  46  63  64   133.75   157.50   77290     0      0   0                
5573  54  47  65  65   133.75   160.96   77290     0      0   0                
5574  54  48  66  66   133.75   164.42   77290     0      0   0                
5575  54  49  67  68   133.75   167.88   77290     0      0   0                
5576  54  50  69  69   133.75   171.35   77290     0      0   0                
5577  54  51  70  71   133.75   174.81   77290     0      0   0                
5578  54  52  72  72   133.75   178.27   77290     0      0   0                
5579  54  53  73  73   133.75   181.73   77290     0      0   0                
5580  54  54  74  75   133.75   185.19   77290     0      0   0                
5581  54  55  76  76   133.75   188.65   77290     0      0   0                
5582  54  56  77  78   133.75   192.12   77290     0      0   0                
5583  54  57  79  79   133.75   195.58   77290     0      0   0                
5584  54  58  80  80   133.75   199.04   77290     0      0   0                
5585  54  59  81  82   133.75   202.50   77290     0      0   0                
5586  54  60  83  83   133.75   205.96   77290     0      0   0                
5587  54  61  84  84   133.75   209.42   77290     0      0   0                
5588  54  62  85  86   133.75   212.88   77290     0      0   0                
5589  54  63  87  87   133.75   216.35   77290     0      0   0                
5590  54  64  88  89   133.75   219.81   77290     0      0   0                
5591  54  65  90  90   133.75   223.27   77290     0      0   0                
5592  54  66  91  91   133.75   226.73   77290     0      0   0                
5593  54  67  92  93   133.75   230.19   77290     0      0   0                
5594  54  68  94  94   133.75   233.65   77290     0      0   0                
5595  54  69  95  96   133.75   237.12   77290    85    761   3                
5596  54  70  97  97   133.75   240.58   77290   100   1402   4                
5597  54  71  98  98   133.75   244.04   77290   100   1523   4                
5598  54  72  99 100   133.75   247.50   77290   100   1920   4                
5599  54  73 101 101   133.75   250.96   77290   100   2133   4                
5600  54  74 102 102   133.75   254.42   77290   100   1493   4                
5601  54  75 103 104   133.75   257.88   77290   100    883   4                
5602  54  76 105 105   133.75   261.35   77290   100    487   4                
5603  54  77 106 107   133.75   264.81   77290   100    365   4                
5604  54  78 108 108   133.75   268.27   77290   100    304   4                
5605  54  79 109 109   133.75   271.73   77290    70    243   0                
5606  54  80 110 111   133.75   275.19   77290    91    243   2                
5607  54  81 112 112   133.75   278.65   77290    71    213   2                
5608  54  82 113 114   133.75   282.12   77290    80    182   2                
5609  54  83 115 115   133.75   285.58   77290   100    365   2                
5610  54  84 116 116   133.75   289.04   77290    82    274   2                
5611  54  85 117 118   133.75   292.50   77290    20      0   0                
5612  54  86 119 119   133.75   295.96   77290    30     30   0                
5613  54  87 120 120   133.75   299.42   77290     1      0   0                
5614  54  88 121 122   133.75   302.88   77290     0      0   0                
5615  54  89 123 123   133.75   306.35   77290     0      0   0                
5616  54  90 124 125   133.75   309.81   77290     0      0   0                
5617  54  91 126 126   133.75   313.27   77290     0      0   0                
5618  54  92 127 127   133.75   316.73   77290     0      0   0                
5619  54  93 128 129   133.75   320.19   77290     0      0   0                
5620  54  94 130 130   133.75   323.65   77290     0      0   0                
5621  54  95 131 132   133.75   327.12   77290     0      0   0                
5622  54  96 133 133   133.75   330.58   77290     0      0   0                
5623  54  97 134 134   133.75   334.04   77290     0      0   0                
5624  54  98 135 136   133.75   337.50   77290     0      0   0                
5625  54  99 137 137   133.75   340.96   77290     0      0   0                
5626  54 100 138 138   133.75   344.42   77290     0      0   0                
5627  54 101 139 140   133.75   347.88   77290     0      0   0                
5628  54 102 141 141   133.75   351.35   77290    26    121   0                
5629  54 103 142 143   133.75   354.81   77290    42    365   0                
5630  54 104 144 144   133.75   358.27   77290    59    304   0                
5631  55   1   1   1   136.25     1.80   76949   100    304   2                
5632  55   2   2   3   136.25     5.40   76949   100    701   2                
5633  55   3   4   4   136.25     9.00   76949   100   1188   2                
5634  55   4   5   6   136.25    12.60   76949    93   1036   2                
5635  55   5   7   7   136.25    16.20   76949   100    365   2                
5636  55   6   8   9   136.25    19.80   76949   100     91   4                
5637  55   7  10  10   136.25    23.40   76949   100    609   2                
5638  55   8  11  12   136.25    27.00   76949   100    396   2                
5639  55   9  13  13   136.25    30.60   76949    63     30   4                
5640  55  10  14  14   136.25    34.20   76949    81     30   4                
5641  55  11  15  16   136.25    37.80   76949    66     30   4                
5642  55  12  17  17   136.25    41.40   76949   100    121   4                
5643  55  13  18  19   136.25    45.00   76949   100     30   4                
5644  55  14  20  20   136.25    48.60   76949    55      0   6                
5645  55  15  21  22   136.25    52.20   76949    34      0   0                
5646  55  16  23  23   136.25    55.80   76949    96     60   4                
5647  55  17  24  24   136.25    59.40   76949    69     91   6                
5648  55  18  25  26   136.25    63.00   76949    98     91   6                
5649  55  19  27  27   136.25    66.60   76949   100    182   6                
5650  55  20  28  29   136.25    70.20   76949   100    335   6                
5651  55  21  30  30   136.25    73.80   76949    89    426   6                
5652  55  22  31  32   136.25    77.40   76949    94    457   6                
5653  55  23  33  33   136.25    81.00   76949   100    975   6                
5654  55  24  34  35   136.25    84.60   76949   100   1066   6                
5655  55  25  36  36   136.25    88.20   76949   100    731   6                
5656  55  26  37  37   136.25    91.80   76949   100   1920   4                
5657  55  27  38  39   136.25    95.40   76949   100   2072   4                
5658  55  28  40  40   136.25    99.00   76949   100   2285   4                
5659  55  29  41  42   136.25   102.60   76949   100   1706   4                
5660  55  30  43  43   136.25   106.20   76949   100   1402   4                
5661  55  31  44  45   136.25   109.80   76949   100   1158   4                
5662  55  32  46  46   136.25   113.40   76949   100   1005   4                
5663  55  33  47  48   136.25   117.00   76949   100    914   4                
5664  55  34  49  49   136.25   120.60   76949   100    761   4                
5665  55  35  50  50   136.25   124.20   76949   100    182   4                
5666  55  36  51  52   136.25   127.80   76949   100    365   3                
5667  55  37  53  53   136.25   131.40   76949   100    213   2                
5668  55  38  54  55   136.25   135.00   76949   100    365   2                
5669  55  39  56  56   136.25   138.60   76949    38    182   0                
5670  55  40  57  58   136.25   142.20   76949    23     30   0                
5671  55  41  59  59   136.25   145.80   76949     0      0   0                
5672  55  42  60  60   136.25   149.40   76949     8     30   0                
5673  55  43  61  62   136.25   153.00   76949     3      0   0                
5674  55  44  63  63   136.25   156.60   76949     0      0   0                
5675  55  45  64  65   136.25   160.20   76949     0      0   0                
5676  55  46  66  66   136.25   163.80   76949     0      0   0                
5677  55  47  67  68   136.25   167.40   76949     0      0   0                
5678  55  48  69  69   136.25   171.00   76949     0      0   0                
5679  55  49  70  71   136.25   174.60   76949     0      0   0                
5680  55  50  72  72   136.25   178.20   76949     0      0   0                
5681  55  51  73  73   136.25   181.80   76949     0      0   0                
5682  55  52  74  75   136.25   185.40   76949     0      0   0                
5683  55  53  76  76   136.25   189.00   76949     0      0   0                
5684  55  54  77  78   136.25   192.60   76949     0      0   0                
5685  55  55  79  79   136.25   196.20   76949     0      0   0                
5686  55  56  80  81   136.25   199.80   76949     0      0   0                
5687  55  57  82  82   136.25   203.40   76949     0      0   0                
5688  55  58  83  84   136.25   207.00   76949     0      0   0                
5689  55  59  85  85   136.25   210.60   76949     0      0   0                
5690  55  60  86  86   136.25   214.20   76949     0      0   0                
5691  55  61  87  88   136.25   217.80   76949     0      0   0                
5692  55  62  89  89   136.25   221.40   76949     0      0   0                
5693  55  63  90  91   136.25   225.00   76949     0      0   0                
5694  55  64  92  92   136.25   228.60   76949     0      0   0                
5695  55  65  93  94   136.25   232.20   76949     0      0   0                
5696  55  66  95  95   136.25   235.80   76949    44     91   0                
5697  55  67  96  96   136.25   239.40   76949   100    609   4                
5698  55  68  97  98   136.25   243.00   76949   100   1005   3                
5699  55  69  99  99   136.25   246.60   76949   100   1615   3                
5700  55  70 100 101   136.25   250.20   76949   100   1463   4                
5701  55  71 102 102   136.25   253.80   76949   100    944   4                
5702  55  72 103 104   136.25   257.40   76949   100    761   4                
5703  55  73 105 105   136.25   261.00   76949   100    487   4                
5704  55  74 106 107   136.25   264.60   76949   100    365   4                
5705  55  75 108 108   136.25   268.20   76949    90    335   2                
5706  55  76 109 109   136.25   271.80   76949    69    274   2                
5707  55  77 110 111   136.25   275.40   76949    59    213   2                
5708  55  78 112 112   136.25   279.00   76949    79    213   2                
5709  55  79 113 114   136.25   282.60   76949   100    243   2                
5710  55  80 115 115   136.25   286.20   76949   100    243   2                
5711  55  81 116 117   136.25   289.80   76949    99    335   2                
5712  55  82 118 118   136.25   293.40   76949    96    152   2                
5713  55  83 119 120   136.25   297.00   76949    51     30   0                
5714  55  84 121 121   136.25   300.60   76949    18      0   0                
5715  55  85 122 122   136.25   304.20   76949     9      0   0                
5716  55  86 123 124   136.25   307.80   76949    10      0   0                
5717  55  87 125 125   136.25   311.40   76949     0      0   0                
5718  55  88 126 127   136.25   315.00   76949     0      0   0                
5719  55  89 128 128   136.25   318.60   76949     0      0   0                
5720  55  90 129 130   136.25   322.20   76949     0      0   0                
5721  55  91 131 131   136.25   325.80   76949     0      0   0                
5722  55  92 132 132   136.25   329.40   76949     0      0   0                
5723  55  93 133 134   136.25   333.00   76949     0      0   0                
5724  55  94 135 135   136.25   336.60   76949     0      0   0                
5725  55  95 136 137   136.25   340.20   76949     0      0   0                
5726  55  96 138 138   136.25   343.80   76949     0      0   0                
5727  55  97 139 140   136.25   347.40   76949     0      0   0                
5728  55  98 141 141   136.25   351.00   76949     0      0   0                
5729  55  99 142 143   136.25   354.60   76949     0      0   0                
5730  55 100 144 144   136.25   358.20   76949    41      0   0                
5731  56   1   1   2   138.75     1.89   77232    97    121   2                
5732  56   2   3   3   138.75     5.68   77232   100    274   2                
5733  56   3   4   5   138.75     9.47   77232   100    426   2                
5734  56   4   6   6   138.75    13.26   77232   100    609   2                
5735  56   5   7   8   138.75    17.05   77232   100    396   2                
5736  56   6   9   9   138.75    20.84   77232   100    426   2                
5737  56   7  10  11   138.75    24.63   77232   100    457   2                
5738  56   8  12  12   138.75    28.42   77232   100    213   2                
5739  56   9  13  14   138.75    32.21   77232   100    121   4                
5740  56  10  15  15   138.75    36.00   77232   100    121   4                
5741  56  11  16  17   138.75    39.79   77232   100    121   4                
5742  56  12  18  18   138.75    43.58   77232   100     91   4                
5743  56  13  19  20   138.75    47.37   77232   100      0   4                
5744  56  14  21  21   138.75    51.16   77232   100      0   6                
5745  56  15  22  23   138.75    54.95   77232   100    121   4                
5746  56  16  24  24   138.75    58.74   77232   100    243   4                
5747  56  17  25  26   138.75    62.53   77232   100    121   6                
5748  56  18  27  27   138.75    66.32   77232   100    335   4                
5749  56  19  28  29   138.75    70.11   77232   100    426   4                
5750  56  20  30  30   138.75    73.89   77232   100    701   4                
5751  56  21  31  32   138.75    77.68   77232   100    670   4                
5752  56  22  33  33   138.75    81.47   77232   100    640   4                
5753  56  23  34  35   138.75    85.26   77232   100   1188   4                
5754  56  24  36  36   138.75    89.05   77232   100   2285   4                
5755  56  25  37  38   138.75    92.84   77232   100   1463   6                
5756  56  26  39  39   138.75    96.63   77232   100   2072   4                
5757  56  27  40  41   138.75   100.42   77232   100   1920   4                
5758  56  28  42  42   138.75   104.21   77232   100   1310   4                
5759  56  29  43  44   138.75   108.00   77232   100   1463   2                
5760  56  30  45  45   138.75   111.79   77232   100   1219   4                
5761  56  31  46  47   138.75   115.58   77232   100    761   4                
5762  56  32  48  49   138.75   119.37   77232   100    731   4                
5763  56  33  50  50   138.75   123.16   77232   100    518   2                
5764  56  34  51  52   138.75   126.95   77232   100    335   2                
5765  56  35  53  53   138.75   130.74   77232   100    304   2                
5766  56  36  54  55   138.75   134.53   77232   100    182   2                
5767  56  37  56  56   138.75   138.32   77232    96    487   3                
5768  56  38  57  58   138.75   142.11   77232    36     60   0                
5769  56  39  59  59   138.75   145.89   77232     4      0   0                
5770  56  40  60  61   138.75   149.68   77232     0      0   0                
5771  56  41  62  62   138.75   153.47   77232     2      0   0                
5772  56  42  63  64   138.75   157.26   77232     0      0   0                
5773  56  43  65  65   138.75   161.05   77232     0      0   0                
5774  56  44  66  67   138.75   164.84   77232     0      0   0                
5775  56  45  68  68   138.75   168.63   77232     0      0   0                
5776  56  46  69  70   138.75   172.42   77232     0      0   0                
5777  56  47  71  71   138.75   176.21   77232     0      0   0                
5778  56  48  72  73   138.75   180.00   77232     0      0   0                
5779  56  49  74  74   138.75   183.79   77232     0      0   0                
5780  56  50  75  76   138.75   187.58   77232     0      0   0                
5781  56  51  77  77   138.75   191.37   77232     0      0   0                
5782  56  52  78  79   138.75   195.16   77232     0      0   0                
5783  56  53  80  80   138.75   198.95   77232     0      0   0                
5784  56  54  81  82   138.75   202.74   77232     0      0   0                
5785  56  55  83  83   138.75   206.53   77232     0      0   0                
5786  56  56  84  85   138.75   210.32   77232     0      0   0                
5787  56  57  86  86   138.75   214.11   77232     0      0   0                
5788  56  58  87  88   138.75   217.89   77232     0      0   0                
5789  56  59  89  89   138.75   221.68   77232     0      0   0                
5790  56  60  90  91   138.75   225.47   77232     0      0   0                
5791  56  61  92  92   138.75   229.26   77232     0      0   0                
5792  56  62  93  94   138.75   233.05   77232    14     91   0                
5793  56  63  95  95   138.75   236.84   77232    78    426   3                
5794  56  64  96  97   138.75   240.63   77232   100   1158   3                
5795  56  65  98  99   138.75   244.42   77232   100   1402   3                
5796  56  66 100 100   138.75   248.21   77232   100   1127   4                
5797  56  67 101 102   138.75   252.00   77232   100    853   4                
5798  56  68 103 103   138.75   255.79   77232   100    670   4                
5799  56  69 104 105   138.75   259.58   77232   100    457   4                
5800  56  70 106 106   138.75   263.37   77232   100    304   4                
5801  56  71 107 108   138.75   267.16   77232   100    396   3                
5802  56  72 109 109   138.75   270.95   77232    72    274   3                
5803  56  73 110 111   138.75   274.74   77232    83    304   3                
5804  56  74 112 112   138.75   278.53   77232   100    274   3                
5805  56  75 113 114   138.75   282.32   77232   100    274   3                
5806  56  76 115 115   138.75   286.10   77232   100    335   3                
5807  56  77 116 117   138.75   289.89   77232    94    335   3                
5808  56  78 118 118   138.75   293.68   77232    72    182   3                
5809  56  79 119 120   138.75   297.47   77232    14      0   0                
5810  56  80 121 121   138.75   301.26   77232    47    121   0                
5811  56  81 122 123   138.75   305.05   77232    76    121   3                
5812  56  82 124 124   138.75   308.84   77232     2      0   0                
5813  56  83 125 126   138.75   312.63   77232     0      0   0                
5814  56  84 127 127   138.75   316.42   77232     0      0   0                
5815  56  85 128 129   138.75   320.21   77232     0      0   0                
5816  56  86 130 130   138.75   324.00   77232     0      0   0                
5817  56  87 131 132   138.75   327.79   77232     0      0   0                
5818  56  88 133 133   138.75   331.58   77232     0      0   0                
5819  56  89 134 135   138.75   335.37   77232     0      0   0                
5820  56  90 136 136   138.75   339.16   77232     0      0   0                
5821  56  91 137 138   138.75   342.95   77232     0      0   0                
5822  56  92 139 139   138.75   346.74   77232     0      0   0                
5823  56  93 140 141   138.75   350.53   77232     0      0   0                
5824  56  94 142 142   138.75   354.32   77232     9      0   0                
5825  56  95 143 144   138.75   358.10   77232    64     60   2                
5826  57   1   1   2   141.25     2.00   77389    55     30   0                
5827  57   2   3   3   141.25     6.00   77389    97     91   2                
5828  57   3   4   5   141.25    10.00   77389   100    274   2                
5829  57   4   6   6   141.25    14.00   77389   100    213   3                
5830  57   5   7   8   141.25    18.00   77389   100    213   2                
5831  57   6   9  10   141.25    22.00   77389   100    152   2                
5832  57   7  11  11   141.25    26.00   77389   100    152   2                
5833  57   8  12  13   141.25    30.00   77389   100    121   2                
5834  57   9  14  14   141.25    34.00   77389   100    121   4                
5835  57  10  15  16   141.25    38.00   77389   100    152   4                
5836  57  11  17  18   141.25    42.00   77389   100    121   4                
5837  57  12  19  19   141.25    46.00   77389   100     91   4                
5838  57  13  20  21   141.25    50.00   77389   100     30   4                
5839  57  14  22  22   141.25    54.00   77389   100    121   4                
5840  57  15  23  24   141.25    58.00   77389   100    274   4                
5841  57  16  25  26   141.25    62.00   77389   100    213   4                
5842  57  17  27  27   141.25    66.00   77389   100    213   4                
5843  57  18  28  29   141.25    70.00   77389   100    274   4                
5844  57  19  30  30   141.25    74.00   77389   100    335   4                
5845  57  20  31  32   141.25    78.00   77389   100    213   4                
5846  57  21  33  34   141.25    82.00   77389   100    426   4                
5847  57  22  35  35   141.25    86.00   77389   100   1219   3                
5848  57  23  36  37   141.25    90.00   77389   100   1737   2                
5849  57  24  38  38   141.25    94.00   77389   100   1219   4                
5850  57  25  39  40   141.25    98.00   77389   100   1889   2                
5851  57  26  41  42   141.25   102.00   77389   100   1584   2                
5852  57  27  43  43   141.25   106.00   77389    92    853   3                
5853  57  28  44  45   141.25   110.00   77389   100   1036   3                
5854  57  29  46  46   141.25   114.00   77389   100    883   2                
5855  57  30  47  48   141.25   118.00   77389   100    792   4                
5856  57  31  49  50   141.25   122.00   77389   100    822   2                
5857  57  32  51  51   141.25   126.00   77389   100    396   2                
5858  57  33  52  53   141.25   130.00   77389   100    304   2                
5859  57  34  54  54   141.25   134.00   77389   100    792   2                
5860  57  35  55  56   141.25   138.00   77389   100    304   2                
5861  57  36  57  58   141.25   142.00   77389    65    152   0                
5862  57  37  59  59   141.25   146.00   77389     0      0   0                
5863  57  38  60  61   141.25   150.00   77389     0      0   0                
5864  57  39  62  62   141.25   154.00   77389     3      0   0                
5865  57  40  63  64   141.25   158.00   77389    25     60   0                
5866  57  41  65  66   141.25   162.00   77389     0      0   0                
5867  57  42  67  67   141.25   166.00   77389     0      0   0                
5868  57  43  68  69   141.25   170.00   77389     0      0   0                
5869  57  44  70  70   141.25   174.00   77389     0      0   0                
5870  57  45  71  72   141.25   178.00   77389     4      0   0                
5871  57  46  73  74   141.25   182.00   77389     6      0   0                
5872  57  47  75  75   141.25   186.00   77389     7      0   0                
5873  57  48  76  77   141.25   190.00   77389     0      0   0                
5874  57  49  78  78   141.25   194.00   77389     0      0   0                
5875  57  50  79  80   141.25   198.00   77389     0      0   0                
5876  57  51  81  82   141.25   202.00   77389     0      0   0                
5877  57  52  83  83   141.25   206.00   77389     0      0   0                
5878  57  53  84  85   141.25   210.00   77389     0      0   0                
5879  57  54  86  86   141.25   214.00   77389     0      0   0                
5880  57  55  87  88   141.25   218.00   77389     0      0   0                
5881  57  56  89  90   141.25   222.00   77389     0      0   0                
5882  57  57  91  91   141.25   226.00   77389     0      0   0                
5883  57  58  92  93   141.25   230.00   77389     5      0   0                
